1765325651.203525 server started (53780): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1765325651.203544 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Wed Oct 15 21:12:09 PDT 2025; root:xnu-11417.140.69.703.14~1/RELEASE_ARM64_T6031
1765325651.203554 using libevent 2.1.12-stable select
1765325651.203562 using utf8proc 2.11.2
1765325651.203568 using ncurses 6.5 20240427
1765325651.244045 cmd_parse_build_commands 0:1: -a
1765325651.244050 args_parse_flags: next -a
1765325651.244053 args_parse_flags: -a
1765325651.244057 args_parse: flags end at 2 of 2
1765325651.244062 cmd_parse_build_commands: new-window -a
1765325651.244066 cmd_parse_build_commands 0:0: new-window
1765325651.244071 args_parse: flags end at 1 of 1
1765325651.244077 cmd_parse_build_commands: new-window
1765325651.244081 args_parse_flags: next -t=
1765325651.244085 args_parse_flag_argument: -t = =
1765325651.244089 args_parse_flags: next -xW
1765325651.244093 args_parse_flag_argument: -x = W
1765325651.244096 args_parse_flags: next -yW
1765325651.244100 args_parse_flag_argument: -y = W
1765325651.244104 args_parse_flags: next -T
1765325651.244108 args_parse_flag_argument: -T = #[align=centre]#{window_index}:#{window_name}
1765325651.244112 args_parse_flags: next #{?#{>:#{session_windows},1},,-}Swap Left
1765325651.244115 args_parse: flags end at 6 of 35
1765325651.244119 args_parse: 6 = #{?#{>:#{session_windows},1},,-}Swap Left (type STRING)
1765325651.244123 args_parse: 7 = l (type STRING)
1765325651.244129 args_parse: 8 = swap-window -t :-1 (type COMMANDS)
1765325651.244133 args_parse: 9 = #{?#{>:#{session_windows},1},,-}Swap Right (type STRING)
1765325651.244137 args_parse: 10 = r (type STRING)
1765325651.244142 args_parse: 11 = swap-window -t :+1 (type COMMANDS)
1765325651.244146 args_parse: 12 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1765325651.244150 args_parse: 13 = s (type STRING)
1765325651.244154 args_parse: 14 = swap-window (type COMMANDS)
1765325651.244158 args_parse: 15 =  (type STRING)
1765325651.244162 args_parse: 16 = Kill (type STRING)
1765325651.244166 args_parse: 17 = X (type STRING)
1765325651.244170 args_parse: 18 = kill-window (type COMMANDS)
1765325651.244174 args_parse: 19 = Respawn (type STRING)
1765325651.244178 args_parse: 20 = R (type STRING)
1765325651.244186 args_parse: 21 = respawn-window -k (type COMMANDS)
1765325651.244192 args_parse: 22 = #{?pane_marked,Unmark,Mark} (type STRING)
1765325651.244196 args_parse: 23 = m (type STRING)
1765325651.244200 args_parse: 24 = select-pane -m (type COMMANDS)
1765325651.244204 args_parse: 25 = Rename (type STRING)
1765325651.244208 args_parse: 26 = n (type STRING)
1765325651.244216 args_parse: 27 = command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } (type COMMANDS)
1765325651.244220 args_parse: 28 =  (type STRING)
1765325651.244224 args_parse: 29 = New After (type STRING)
1765325651.244228 args_parse: 30 = w (type STRING)
1765325651.244233 args_parse: 31 = new-window -a (type COMMANDS)
1765325651.244237 args_parse: 32 = New At End (type STRING)
1765325651.244241 args_parse: 33 = W (type STRING)
1765325651.244245 args_parse: 34 = new-window (type COMMANDS)
1765325651.244280 cmd_parse_build_commands: display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1765325651.244285 args_parse_flags: next -n
1765325651.244288 args_parse_flags: -n
1765325651.244292 args_parse_flags: next M-MouseDown3Status
1765325651.244296 args_parse: flags end at 2 of 4
1765325651.244300 args_parse: 2 = M-MouseDown3Status (type STRING)
1765325651.244331 args_parse: 3 = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } (type COMMANDS)
1765325651.244366 cmd_parse_build_commands: bind-key -n M-MouseDown3Status { display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } }
1765325651.244377 cmdq_get_command: [bind-key/0x15c923010] group 1090
1765325651.244381 cmdq_append <global>: [bind-key/0x15c923010]
1765325651.244385 yylex_token: end at WS
1765325651.244389 yylex_token: bind
1765325651.244393 yylex_token: end at WS
1765325651.244396 yylex_token: -n
1765325651.244400 yylex_token: end at WS
1765325651.244404 yylex_token: MouseDown3Pane
1765325651.244407 yylex_token: end at WS
1765325651.244412 yylex_token: if
1765325651.244415 yylex_token: end at WS
1765325651.244419 yylex_token: -Ft=
1765325651.244426 yylex_token: end at WS
1765325651.244430 yylex_token: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1765325651.244434 yylex_token: end at WS
1765325651.244438 yylex_token: select-pane
1765325651.244441 yylex_token: end at ;
1765325651.244445 yylex_token: -t=
1765325651.244449 yylex_token: end at WS
1765325651.244452 yylex_token: send
1765325651.244456 yylex_token: end at WS
1765325651.244459 yylex_token: -M
1765325651.244463 yylex_token: end at WS
1765325651.244467 yylex_token: display-menu
1765325651.244471 yylex_token: end at WS
1765325651.244474 yylex_token: -t=
1765325651.244478 yylex_token: end at WS
1765325651.244487 yylex_token: -xM
1765325651.244492 yylex_token: end at WS
1765325651.244496 yylex_token: -yM
1765325651.244501 yylex_token: end at WS
1765325651.244505 yylex_token: -T
1765325651.244512 yylex_token: end at WS
1765325651.244516 yylex_token: #[align=centre]#{pane_index} (#{pane_id})
1765325651.244521 yylex_token: end at WS
1765325651.244525 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1765325651.244529 yylex_token: end at WS
1765325651.244533 yylex_token: <
1765325651.244537 yylex_token: end at WS
1765325651.244540 yylex_token: send
1765325651.244544 yylex_token: end at WS
1765325651.244548 yylex_token: -X
1765325651.244552 yylex_token: end at }
1765325651.244556 yylex_token: history-top
1765325651.244561 yylex_token: end at WS
1765325651.244565 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1765325651.244569 yylex_token: end at WS
1765325651.244573 yylex_token: >
1765325651.244576 yylex_token: end at WS
1765325651.244580 yylex_token: send
1765325651.244584 yylex_token: end at WS
1765325651.244587 yylex_token: -X
1765325651.244591 yylex_token: end at }
1765325651.244595 yylex_token: history-bottom
1765325651.244599 yylex_token: end at WS
1765325651.244602 yylex_token: 
1765325651.244608 yylex_token: end at WS
1765325651.244612 yylex_token: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1765325651.244616 yylex_token: end at WS
1765325651.244619 yylex_token: C-r
1765325651.244623 yylex_token: end at WS
1765325651.244627 yylex_token: if
1765325651.244631 yylex_token: end at WS
1765325651.244634 yylex_token: -F
1765325651.244639 yylex_token: end at WS
1765325651.244643 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1765325651.244647 yylex_token: end at ;
1765325651.244651 yylex_token: copy-mode -t=
1765325651.244655 yylex_token: end at WS
1765325651.244659 yylex_token: send
1765325651.244663 yylex_token: end at WS
1765325651.244666 yylex_token: -Xt=
1765325651.244671 yylex_token: end at WS
1765325651.244675 yylex_token: search-backward
1765325651.244678 yylex_token: end at WS
1765325651.244682 yylex_token: --
1765325651.244686 yylex_token: end at }
1765325651.244690 yylex_token: #{q:mouse_word}
1765325651.244696 yylex_token: end at WS
1765325651.244700 yylex_token: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1765325651.244704 yylex_token: end at WS
1765325651.244707 yylex_token: C-y
1765325651.244711 yylex_token: end at WS
1765325651.244715 yylex_token: copy-mode
1765325651.244719 yylex_token: end at ;
1765325651.244722 yylex_token: -q
1765325651.244727 yylex_token: end at WS
1765325651.244730 yylex_token: send-keys
1765325651.244734 yylex_token: end at WS
1765325651.244738 yylex_token: -l
1765325651.244742 yylex_token: end at WS
1765325651.244745 yylex_token: --
1765325651.244749 yylex_token: end at }
1765325651.244753 yylex_token: #{q:mouse_word}
1765325651.244759 yylex_token: end at WS
1765325651.244763 yylex_token: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1765325651.244767 yylex_token: end at WS
1765325651.244770 yylex_token: c
1765325651.244774 yylex_token: end at WS
1765325651.244778 yylex_token: copy-mode
1765325651.244782 yylex_token: end at ;
1765325651.244786 yylex_token: -q
1765325651.244790 yylex_token: end at WS
1765325651.244794 yylex_token: set-buffer
1765325651.244797 yylex_token: end at WS
1765325651.244801 yylex_token: --
1765325651.244805 yylex_token: end at }
1765325651.244809 yylex_token: #{q:mouse_word}
1765325651.244814 yylex_token: end at WS
1765325651.244818 yylex_token: #{?mouse_line,Copy Line,}
1765325651.244822 yylex_token: end at WS
1765325651.244826 yylex_token: l
1765325651.244830 yylex_token: end at WS
1765325651.244834 yylex_token: copy-mode
1765325651.244838 yylex_token: end at ;
1765325651.244842 yylex_token: -q
1765325651.244846 yylex_token: end at WS
1765325651.244850 yylex_token: set-buffer
1765325651.244854 yylex_token: end at WS
1765325651.244857 yylex_token: --
1765325651.244861 yylex_token: end at }
1765325651.244865 yylex_token: #{q:mouse_line}
1765325651.244869 yylex_token: end at WS
1765325651.244876 yylex_token: 
1765325651.244882 yylex_token: end at WS
1765325651.244886 yylex_token: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1765325651.244890 yylex_token: end at WS
1765325651.244893 yylex_token: C-h
1765325651.244898 yylex_token: end at WS
1765325651.244901 yylex_token: copy-mode
1765325651.244905 yylex_token: end at ;
1765325651.244908 yylex_token: -q
1765325651.244912 yylex_token: end at WS
1765325651.244916 yylex_token: send-keys
1765325651.244920 yylex_token: end at WS
1765325651.244923 yylex_token: -l
1765325651.244927 yylex_token: end at WS
1765325651.244930 yylex_token: --
1765325651.244935 yylex_token: end at }
1765325651.244938 yylex_token: #{q:mouse_hyperlink}
1765325651.244944 yylex_token: end at WS
1765325651.244948 yylex_token: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1765325651.244952 yylex_token: end at WS
1765325651.244956 yylex_token: h
1765325651.244960 yylex_token: end at WS
1765325651.244963 yylex_token: copy-mode
1765325651.244967 yylex_token: end at ;
1765325651.244971 yylex_token: -q
1765325651.244975 yylex_token: end at WS
1765325651.244978 yylex_token: set-buffer
1765325651.244982 yylex_token: end at WS
1765325651.244986 yylex_token: --
1765325651.244992 yylex_token: end at }
1765325651.244996 yylex_token: #{q:mouse_hyperlink}
1765325651.245000 yylex_token: end at WS
1765325651.245003 yylex_token: 
1765325651.245008 yylex_token: end at WS
1765325651.245012 yylex_token: Horizontal Split
1765325651.245016 yylex_token: end at WS
1765325651.245019 yylex_token: h
1765325651.245023 yylex_token: end at WS
1765325651.245027 yylex_token: split-window
1765325651.245031 yylex_token: end at }
1765325651.245034 yylex_token: -h
1765325651.245039 yylex_token: end at WS
1765325651.245043 yylex_token: Vertical Split
1765325651.245047 yylex_token: end at WS
1765325651.245050 yylex_token: v
1765325651.245054 yylex_token: end at WS
1765325651.245058 yylex_token: split-window
1765325651.245062 yylex_token: end at }
1765325651.245066 yylex_token: -v
1765325651.245070 yylex_token: end at WS
1765325651.245074 yylex_token: 
1765325651.245078 yylex_token: end at WS
1765325651.245082 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Up
1765325651.245086 yylex_token: end at WS
1765325651.245090 yylex_token: u
1765325651.245094 yylex_token: end at WS
1765325651.245098 yylex_token: swap-pane
1765325651.245102 yylex_token: end at }
1765325651.245105 yylex_token: -U
1765325651.245110 yylex_token: end at WS
1765325651.245114 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Down
1765325651.245118 yylex_token: end at WS
1765325651.245122 yylex_token: d
1765325651.245126 yylex_token: end at WS
1765325651.245130 yylex_token: swap-pane
1765325651.245133 yylex_token: end at }
1765325651.245137 yylex_token: -D
1765325651.245142 yylex_token: end at WS
1765325651.245146 yylex_token: #{?pane_marked_set,,-}Swap Marked
1765325651.245150 yylex_token: end at WS
1765325651.245154 yylex_token: s
1765325651.245158 yylex_token: end at }
1765325651.245162 yylex_token: swap-pane
1765325651.245166 yylex_token: end at WS
1765325651.245169 yylex_token: 
1765325651.245173 yylex_token: end at WS
1765325651.245177 yylex_token: Kill
1765325651.245180 yylex_token: end at WS
1765325651.245184 yylex_token: X
1765325651.245188 yylex_token: end at }
1765325651.245192 yylex_token: kill-pane
1765325651.245196 yylex_token: end at WS
1765325651.245200 yylex_token: Respawn
1765325651.245204 yylex_token: end at WS
1765325651.245207 yylex_token: R
1765325651.245211 yylex_token: end at WS
1765325651.245215 yylex_token: respawn-pane
1765325651.245219 yylex_token: end at }
1765325651.245223 yylex_token: -k
1765325651.245227 yylex_token: end at WS
1765325651.245231 yylex_token: #{?pane_marked,Unmark,Mark}
1765325651.245235 yylex_token: end at WS
1765325651.245239 yylex_token: m
1765325651.245243 yylex_token: end at WS
1765325651.245247 yylex_token: select-pane
1765325651.245251 yylex_token: end at }
1765325651.245255 yylex_token: -m
1765325651.245260 yylex_token: end at WS
1765325651.245265 yylex_token: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1765325651.245272 yylex_token: end at WS
1765325651.245276 yylex_token: z
1765325651.245280 yylex_token: end at WS
1765325651.245284 yylex_token: resize-pane
1765325651.245288 yylex_token: end at }
1765325651.245291 yylex_token: -Z
1765325651.245297 cmd_parse_build_commands 0:0: bind
1765325651.245301 cmd_parse_build_commands 0:1: -n
1765325651.245305 cmd_parse_build_commands 0:2: MouseDown3Pane
1765325651.245309 cmd_parse_build_commands 0:3 0:0: if
1765325651.245315 cmd_parse_build_commands 0:3 0:1: -Ft=
1765325651.245319 cmd_parse_build_commands 0:3 0:2: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1765325651.245323 cmd_parse_build_commands 0:3 0:3 0:0: select-pane
1765325651.245327 cmd_parse_build_commands 0:3 0:3 0:1: -t=
1765325651.245331 cmd_parse_build_commands 0:3 0:3 1:0: send
1765325651.245335 cmd_parse_build_commands 0:3 0:3 1:1: -M
1765325651.245339 cmd_parse_build_commands 0:3 0:4 0:0: display-menu
1765325651.245343 cmd_parse_build_commands 0:3 0:4 0:1: -t=
1765325651.245347 cmd_parse_build_commands 0:3 0:4 0:2: -xM
1765325651.245351 cmd_parse_build_commands 0:3 0:4 0:3: -yM
1765325651.245355 cmd_parse_build_commands 0:3 0:4 0:4: -T
1765325651.245359 cmd_parse_build_commands 0:3 0:4 0:5: #[align=centre]#{pane_index} (#{pane_id})
1765325651.245363 cmd_parse_build_commands 0:3 0:4 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1765325651.245367 cmd_parse_build_commands 0:3 0:4 0:7: <
1765325651.245370 cmd_parse_build_commands 0:3 0:4 0:8 0:0: send
1765325651.245374 cmd_parse_build_commands 0:3 0:4 0:8 0:1: -X
1765325651.245378 cmd_parse_build_commands 0:3 0:4 0:8 0:2: history-top
1765325651.245382 cmd_parse_build_commands 0:3 0:4 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1765325651.245386 cmd_parse_build_commands 0:3 0:4 0:10: >
1765325651.245390 cmd_parse_build_commands 0:3 0:4 0:11 0:0: send
1765325651.245393 cmd_parse_build_commands 0:3 0:4 0:11 0:1: -X
1765325651.245397 cmd_parse_build_commands 0:3 0:4 0:11 0:2: history-bottom
1765325651.245401 cmd_parse_build_commands 0:3 0:4 0:12: 
1765325651.245405 cmd_parse_build_commands 0:3 0:4 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1765325651.245408 cmd_parse_build_commands 0:3 0:4 0:14: C-r
1765325651.245412 cmd_parse_build_commands 0:3 0:4 0:15 0:0: if
1765325651.245416 cmd_parse_build_commands 0:3 0:4 0:15 0:1: -F
1765325651.245420 cmd_parse_build_commands 0:3 0:4 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1765325651.245424 cmd_parse_build_commands 0:3 0:4 0:15 0:3: copy-mode -t=
1765325651.245427 cmd_parse_build_commands 0:3 0:4 0:15 1:0: send
1765325651.245431 cmd_parse_build_commands 0:3 0:4 0:15 1:1: -Xt=
1765325651.245435 cmd_parse_build_commands 0:3 0:4 0:15 1:2: search-backward
1765325651.245439 cmd_parse_build_commands 0:3 0:4 0:15 1:3: --
1765325651.245442 cmd_parse_build_commands 0:3 0:4 0:15 1:4: #{q:mouse_word}
1765325651.245446 cmd_parse_build_commands 0:3 0:4 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1765325651.245450 cmd_parse_build_commands 0:3 0:4 0:17: C-y
1765325651.245454 cmd_parse_build_commands 0:3 0:4 0:18 0:0: copy-mode
1765325651.245458 cmd_parse_build_commands 0:3 0:4 0:18 0:1: -q
1765325651.245461 cmd_parse_build_commands 0:3 0:4 0:18 1:0: send-keys
1765325651.245465 cmd_parse_build_commands 0:3 0:4 0:18 1:1: -l
1765325651.245470 cmd_parse_build_commands 0:3 0:4 0:18 1:2: --
1765325651.245474 cmd_parse_build_commands 0:3 0:4 0:18 1:3: #{q:mouse_word}
1765325651.245478 cmd_parse_build_commands 0:3 0:4 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1765325651.245482 cmd_parse_build_commands 0:3 0:4 0:20: c
1765325651.245486 cmd_parse_build_commands 0:3 0:4 0:21 0:0: copy-mode
